WindNumber,Time,WindSpeed,Power,RotorSpeed
1,2017/11/2 3:10,9.308947368,1262.947368,14.38368421
1,2017/11/2 3:20,9.424,1332.4,14.5225
1,2017/11/2 3:30,10.336,1485.55,14.689
1,2017/11/2 3:40,9.4,1365.7,14.565
1,2017/11/2 3:50,9.868421053,1495.368421,14.60421053
1,2017/11/2 4:00,10.70947368,1714.526316,14.88631579
1,2017/11/2 4:10,10.601,1730.3,14.9545
1,2017/11/2 4:20,10.0105,1588.7,14.808
1,2017/11/2 4:30,7.92,872.5,12.9965
1,2017/11/2 4:40,7.8955,808.3,12.7765
1,2017/11/2 4:50,8.023,822.85,12.857
1,2017/11/2 5:00,8.719,1079.9,13.9065
1,2017/11/2 5:10,8.8525,1111.35,14.056
1,2017/11/2 5:20,7.689,828.6,12.9025
1,2017/11/2 5:30,7.582,796.2,12.7675
1,2017/11/2 5:40,8.467222222,998.3888889,13.62555556
1,2017/11/2 5:50,8.6375,1098.45,14.043
1,2017/11/2 6:00,9.183,1308.15,14.466
1,2017/11/2 6:10,9.713,1458.35,14.7075
1,2017/11/2 6:20,9.718,1414.7,14.65
1,2017/11/2 6:30,10.235,1589.9,14.824
1,2017/11/2 6:40,10.838,1744.35,14.9715
1,2017/11/2 6:50,10.2165,1592.4,14.8255
1,2017/11/2 7:00,9.183,1299,14.4195
1,2017/11/2 7:10,7.9435,951.65,13.41
1,2017/11/2 7:20,9.1445,1378.1,14.469
1,2017/11/2 7:30,10.17052632,1618.789474,14.85315789
1,2017/11/2 7:40,9.2465,1338,14.536
1,2017/11/2 7:50,9.345,1389.7,14.5945
1,2017/11/2 8:00,8.6385,1155.55,14.083
1,2017/11/2 8:10,8.204,991.35,13.508
1,2017/11/2 8:20,7.1405,710.7,12.35
1,2017/11/2 8:30,7.633,773.2,12.6175
1,2017/11/2 8:40,7.0825,663.25,12.072
1,2017/11/2 8:50,6.8735,581.3,11.6305
1,2017/11/2 9:00,7.903,878,12.9185
1,2017/11/2 9:10,7.8445,879.75,13.0575
1,2017/11/2 9:20,8.111,963.05,13.276
1,2017/11/2 9:30,9.267,1346.25,14.447
1,2017/11/2 9:40,6.754210526,616.4736842,11.53526316
1,2017/11/2 9:50,6.3315,516.6,11.0245
1,2017/11/2 10:00,9.0485,1287.85,14.196
1,2017/11/2 10:10,8.01,926.4,13.223
1,2017/11/2 10:20,8.687,1163.05,13.4835
1,2017/11/2 10:30,8.298,970.75,13.29
1,2017/11/2 10:40,9.317368421,1368.631579,14.25368421
1,2017/11/2 10:50,10.08315789,1521.842105,14.64789474
1,2017/11/2 11:00,8.8455,1104.3,13.661
1,2017/11/2 11:10,8.469,1098.6,13.653
1,2017/11/2 11:20,8.417,947.6,12.9945
1,2017/11/2 11:30,9.33,1138.578947,13.53789474
1,2017/11/2 11:40,11.32,1786.7,14.95
1,2017/11/2 11:50,10.7505,1617.7,14.653
1,2017/11/2 12:00,10.4095,1548,14.4825
1,2017/11/2 12:10,11.072,1653.55,14.8185
1,2017/11/2 12:20,11.144,1558.3,14.734
1,2017/11/2 12:30,11.6095,1701.65,14.8895
1,2017/11/2 12:40,11.116,1602.4,14.6685
1,2017/11/2 12:50,9.497,1252.95,13.887
1,2017/11/2 13:00,10.6275,1381.7,14.1795
1,2017/11/2 13:10,11.9805,1759.6,14.939
1,2017/11/2 13:20,9.3935,1153.3,13.6405
1,2017/11/2 13:30,11.2075,1562.35,14.534
1,2017/11/2 13:40,11.6435,1776.75,14.9325
1,2017/11/2 13:50,11.233,1709.8,14.868
1,2017/11/2 14:00,12.0035,1665.3,14.544
1,2017/11/2 14:10,11.782,1793.2,14.902
1,2017/11/2 14:20,11.253,1694.8,14.75
1,2017/11/2 14:30,10.215,1436.9,14.374
1,2017/11/2 14:40,11.883,1745.15,14.916
1,2017/11/2 14:50,12.1005,1801.2,14.9645
1,2017/11/2 15:00,10.46315789,1516.210526,14.53368421
1,2017/11/2 15:10,11.195,1667.5,14.7395
1,2017/11/2 15:20,10.266,1464.2,14.6595
1,2017/11/2 15:30,11.176,1782.35,14.9735
1,2017/11/2 15:40,10.5235,1427,14.3105
1,2017/11/2 15:50,7.634,794,12.5565
1,2017/11/2 16:00,10.4315,1532.4,14.5355
1,2017/11/2 16:10,11.788,1661.7,14.7785
1,2017/11/2 16:20,10.9155,1551.15,14.5855
1,2017/11/2 16:30,9.92,1480.842105,14.61157895
1,2017/11/2 16:40,9.2755,1162,13.713
1,2017/11/2 16:50,8.2515,867.45,12.907
1,2017/11/2 17:00,10.134,1518.5,14.7705
1,2017/11/2 17:10,8.082,838.85,12.766
1,2017/11/2 17:20,8.6045,992,13.498
1,2017/11/2 17:30,7.415,633.15,11.922
1,2017/11/2 17:40,6.907,572.05,11.567
1,2017/11/2 17:50,7.732105263,799.4210526,12.73
1,2017/11/2 18:00,10.79315789,1587.684211,14.80684211
1,2017/11/2 18:10,12.79,1788.6,14.948
1,2017/11/2 18:20,10.5,1681.1,14.9135
1,2017/11/2 18:30,11.2175,1727.6,14.938
1,2017/11/2 18:40,10.9235,1705.9,14.9135
1,2017/11/2 18:50,10.261,1643.1,14.863
1,2017/11/2 19:00,8.591578947,1053,13.79578947
1,2017/11/2 19:10,8.227,919.1,13.2065
1,2017/11/2 19:20,8.498,973.65,13.4275
1,2017/11/2 19:30,8.164,818.25,12.8245
1,2017/11/2 19:40,7.266842105,690.0526316,12.11578947
1,2017/11/2 19:50,7.1685,652.05,12.0015
1,2017/11/2 20:00,9.3805,1209.6,13.7705
1,2017/11/2 20:10,10.6555,1679.1,14.911
1,2017/11/2 20:20,10.4985,1700.95,14.929
1,2017/11/2 20:30,8.0645,970,13.417
1,2017/11/2 20:40,7.054,674.4,12.179
1,2017/11/2 20:50,7.0635,634.3,11.8955
1,2017/11/2 21:00,6.0175,367.65,10.2835
1,2017/11/2 21:10,6.544,504.25,11.128
1,2017/11/2 21:20,6.9505,578.05,11.599
1,2017/11/2 21:30,6.573,466.9,10.972
1,2017/11/2 21:40,6.887,553.1,11.5105
1,2017/11/2 21:50,6.03,388.65,10.4245
1,2017/11/2 22:00,5.520526316,330.4210526,9.985263158
1,2017/11/2 22:10,5.8325,341.1,10.116
1,2017/11/2 22:20,5.703157895,320.4736842,9.973157895
1,2017/11/2 22:30,7.248,617.55,11.8695
1,2017/11/2 22:40,7.88,808.8421053,12.72105263
1,2017/11/2 22:50,7.898,815.6,12.8245
1,2017/11/2 23:00,7.0295,645.55,12.012
1,2017/11/2 23:10,7.1345,684.55,12.235
1,2017/11/2 23:20,7.7,797.1,12.772
1,2017/11/2 23:30,6.5945,509.5,11.241
1,2017/11/2 23:40,6.82,540.4736842,11.45578947
1,2017/11/2 23:50,5.9705,331.75,10.057
1,2017/11/3 0:00,5.322,269.65,9.5785
1,2017/11/3 0:10,4.164,126.15,8.6825
1,2017/11/3 0:40,4.82,148.7647059,8.158235294
1,2017/11/3 0:50,6.554,489.4,11.0915
1,2017/11/3 1:00,7.112,592.3,11.7515
1,2017/11/3 1:10,6.773684211,548.3684211,11.47052632
1,2017/11/3 1:20,4.892105263,218,9.168947368
1,2017/11/3 1:30,3.95,117.1666667,8.631666667
1,2017/11/3 1:40,4.449411765,136.2941176,8.686470588
1,2017/11/3 1:50,5.478421053,242.7368421,9.36
1,2017/11/3 2:00,6.248333333,371.8333333,10.37555556
1,2017/11/3 2:10,5.97,338.25,10.1125
1,2017/11/3 2:20,5.087647059,256.2941176,9.501764706
1,2017/11/3 2:30,4.763333333,195.7777778,8.960555556
1,2017/11/3 2:40,3.752777778,91.88888889,8.178888889
1,2017/11/3 3:10,4.222142857,118.6428571,6.767142857
1,2017/11/3 3:20,5.2245,275.1,9.661
1,2017/11/3 3:30,5.3,256,9.497777778
1,2017/11/3 3:40,3.815,107.3888889,7.820555556
1,2017/11/3 8:10,3.678421053,86.31578947,8.598421053
1,2017/11/3 8:20,3.395,1.25,2.5675
1,2017/11/3 11:10,3.477272727,28.81818182,4.745454545
1,2017/11/3 12:00,5.0125,215.35,9.2025
1,2017/11/3 12:10,4.669,164.85,8.9735
1,2017/11/3 12:20,4.15,31.92307692,5.926923077
1,2017/11/3 12:30,4.207272727,16.81818182,3.292727273
1,2017/11/3 12:40,4.588461538,62.61538462,5.126923077
1,2017/11/3 12:50,4.61,163.35,9.071
1,2017/11/3 13:00,3.59,72.75,7.046875
1,2017/11/3 13:10,4.475,70.4375,7.478125
1,2017/11/3 13:20,4.706,124,4.635
1,2017/11/3 13:30,4.310625,104.5625,8.80375
1,2017/11/3 13:40,5.874,364.3,10.249
1,2017/11/3 13:50,4.518,151.85,8.8615
1,2017/11/3 14:00,4.762,188.9,9.01
1,2017/11/3 14:10,3.699444444,87.77777778,7.825555556
1,2017/11/3 14:20,4.723333333,11.44444444,4.106666667
1,2017/11/3 14:30,3.586,46.46666667,6.992
1,2017/11/3 15:40,3.787142857,21,2.972857143
1,2017/11/3 15:50,4.069,108,8.634
1,2017/11/3 16:00,3.005,1.6,3.443
1,2017/11/3 16:20,4.633333333,95.66666667,6.625333333
1,2017/11/3 16:30,4.312105263,130.7368421,7.965789474
1,2017/11/3 16:50,4.186315789,142.9473684,8.708947368
1,2017/11/3 17:00,4.138421053,106.4736842,8.605789474
1,2017/11/3 17:10,3.9835,96.25,8.583
1,2017/11/3 17:20,4.135,107.3,8.6075
1,2017/11/3 17:30,3.588,63.86666667,7.747333333
1,2017/11/3 17:50,4.267142857,78.28571429,6.429285714
1,2017/11/3 18:00,4.38,151.05,8.7825
1,2017/11/3 18:10,4.6145,154.35,8.738
1,2017/11/3 18:20,4.739,162.8,8.791
1,2017/11/3 18:30,4.3775,136.4,8.6795
1,2017/11/3 18:40,4.221052632,143.6842105,8.703157895
1,2017/11/3 18:50,3.921052632,118.2631579,8.631052632
1,2017/11/3 19:00,3.965263158,124.0526316,8.650526316
1,2017/11/3 19:10,3.826,98.05,8.5875
1,2017/11/3 19:20,3.8445,107.4,8.6125
1,2017/11/3 19:30,3.788421053,101.5789474,8.594736842
1,2017/11/3 19:40,3.532777778,62.72222222,8.672222222
1,2017/11/3 19:50,4.51,145.65,8.6925
1,2017/11/3 20:00,4.735,154.5625,8.714375
1,2017/11/3 20:10,4.7155,188.35,8.8975
1,2017/11/3 20:20,4.5275,188.1875,8.875
1,2017/11/3 20:30,4.723684211,205.3157895,9.038947368
1,2017/11/3 20:40,4.5905,175.05,8.8935
1,2017/11/3 20:50,4.304117647,127.2941176,8.650588235
1,2017/11/3 21:00,4.237894737,124.4736842,8.646315789
1,2017/11/3 21:10,4.316,147.15,8.7125
1,2017/11/3 21:20,4.057368421,138,8.679473684
1,2017/11/3 21:30,3.445263158,76.42105263,8.543684211
1,2017/11/3 21:40,3.337692308,66.07692308,8.563846154
1,2017/11/3 22:20,3.857272727,16.27272727,4.416363636
1,2017/11/3 22:30,4.036470588,86.41176471,8.566470588
1,2017/11/3 22:40,3.270714286,51.07142857,7.383571429
1,2017/11/3 22:50,3.759333333,43.53333333,7.037333333
1,2017/11/3 23:00,4.123157895,111,8.62
1,2017/11/3 23:10,4.988421053,226.6315789,9.236842105
1,2017/11/3 23:20,5.238888889,266.8888889,9.572777778
1,2017/11/3 23:30,4.074,135,8.781
1,2017/11/4 0:00,4.171176471,131.5294118,8.018235294
1,2017/11/4 0:10,3.6795,87.7,8.571
1,2017/11/4 0:20,3.917894737,102.6842105,8.604736842
1,2017/11/4 0:30,4.0405,128.8,8.67
1,2017/11/4 0:40,4.423157895,155.4210526,8.788947368
1,2017/11/4 0:50,5.1795,262.75,9.528
1,2017/11/4 1:00,5.73,328.85,10.024
1,2017/11/4 1:10,6.056,385.2,10.4545
1,2017/11/4 1:20,6.604,520.85,11.282
1,2017/11/4 1:30,6.760526316,555.7894737,11.51789474
1,2017/11/4 1:40,6.6,494.05,11.106
1,2017/11/4 1:50,6.334444444,425.3888889,10.71611111
1,2017/11/4 2:00,5.298947368,256.4736842,9.502631579
1,2017/11/4 2:10,4.746842105,210.0526316,9.166315789
1,2017/11/4 2:20,4.685,174.5,8.925
1,2017/11/4 2:30,4.34,161.7,8.807
1,2017/11/4 2:40,4.591666667,212.7777778,9.137222222
1,2017/11/4 2:50,4.661052632,230.3157895,9.248421053
1,2017/11/4 3:00,4.6505,230.25,9.237
1,2017/11/4 3:10,4.4235,193.5,8.978
1,2017/11/4 3:20,4.3675,156,8.754
1,2017/11/4 3:30,4.1085,133.5,8.6765
1,2017/11/4 3:40,4.5115,164.6,8.806
1,2017/11/4 3:50,3.707,94.75,8.5805
1,2017/11/4 4:00,3.720555556,112.2777778,8.623333333
1,2017/11/4 4:10,4.058421053,103.4736842,8.602105263
1,2017/11/4 4:20,3.56375,50.375,8.06625
1,2017/11/4 4:30,4.292666667,50.73333333,4.954666667
1,2017/11/4 4:40,3.603684211,90,8.576842105
1,2017/11/4 4:50,4.356315789,140.5789474,8.701578947
1,2017/11/4 5:00,3.500714286,67.21428571,6.131428571
1,2017/11/4 5:40,4.934705882,116,6.902941176
1,2017/11/4 5:50,3.727692308,81.30769231,7.375384615
1,2017/11/4 9:40,5.065294118,185.1176471,8.419411765
1,2017/11/4 9:50,5.363684211,242.6315789,9.381052632
1,2017/11/4 10:00,4.816666667,209.3333333,9.137222222
1,2017/11/4 10:10,4.565789474,163.2105263,8.845789474
1,2017/11/4 10:20,3.29,38.625,4.6375
1,2017/11/4 10:40,3.53,12.22222222,3.148888889
1,2017/11/4 11:10,3.849090909,15.27272727,4.49
1,2017/11/4 11:20,4.562857143,129.7857143,7.386428571
1,2017/11/4 11:30,3.831818182,61.27272727,5.608181818
1,2017/11/4 11:40,6.744705882,319.3529412,8.951176471
1,2017/11/4 11:50,4.36,138.4210526,8.703684211
1,2017/11/4 12:00,5.011538462,68.76923077,5.221538462
1,2017/11/4 12:10,4.327894737,152.8947368,8.904210526
1,2017/11/4 12:30,5.453888889,249.3333333,9.382777778
1,2017/11/4 12:40,5.4585,238.65,9.3325
1,2017/11/4 12:50,4.696666667,160.3888889,8.508333333
1,2017/11/4 13:00,4.945,32.14285714,3.73
1,2017/11/4 13:10,4.621,194.8,9.083
1,2017/11/4 13:30,6.036875,256.625,7.98
1,2017/11/4 13:40,6.622105263,506.9473684,11.11947368
1,2017/11/4 13:50,6.0865,376.3,10.365
1,2017/11/4 14:00,5.189333333,210.7333333,8.342
1,2017/11/4 14:10,5.593684211,210.6842105,8.423684211
1,2017/11/4 14:20,5.1855,261.65,9.8665
1,2017/11/4 14:30,6.0665,405.85,10.5555
1,2017/11/4 14:40,6.2495,453.75,10.812
1,2017/11/4 14:50,6.7205,546.5,11.411
1,2017/11/4 15:00,6.328,463.9,10.899
1,2017/11/4 15:10,7.3095,721.35,12.3675
1,2017/11/4 15:20,6.95,615.85,11.8425
1,2017/11/4 15:30,6.6345,521.35,11.2975
1,2017/11/4 15:40,6.61,523.5263158,11.33631579
1,2017/11/4 15:50,6.2125,471.4,10.988
1,2017/11/4 16:00,5.963,384.5,10.4385
1,2017/11/4 16:10,6.012,372.15,10.3485
1,2017/11/4 16:20,5.353684211,268.4736842,9.626842105
1,2017/11/4 16:30,4.75,199.9,9.16
1,2017/11/4 20:30,4.119166667,29.66666667,5.370833333
1,2017/11/4 20:40,3.832105263,85.89473684,8.559473684
1,2017/11/4 20:50,5.1555,225.1,9.21
1,2017/11/4 21:00,6.768,427.8,10.74
1,2017/11/4 21:10,6.271764706,323.7058824,10.00705882
1,2017/11/4 21:20,4.971666667,271.5555556,9.595
1,2017/11/4 21:30,5.046842105,310.5789474,9.861578947
1,2017/11/4 21:40,6.617894737,604.2631579,11.80842105
1,2017/11/4 21:50,6.352352941,532.7058824,11.41823529
1,2017/11/4 22:00,6.43,601.55,11.7935
1,2017/11/4 22:10,6.672105263,642.1052632,12.01842105
1,2017/11/4 22:20,6.887894737,667.6842105,12.16
1,2017/11/4 22:30,5.412,354.35,10.1785
1,2017/11/4 22:40,4.181578947,133.0526316,8.662105263
1,2017/11/4 22:50,4.437222222,142.3333333,8.762222222
1,2017/11/4 23:00,4.093125,124.8125,8.783125
1,2017/11/4 23:10,3.300833333,45.16666667,6.390833333
1,2017/11/5 0:20,3.686666667,46.46666667,6.624
1,2017/11/5 2:00,4.110666667,34.6,5.988
1,2017/11/5 2:10,2.822,18.9,4.535
1,2017/11/5 7:00,4.827692308,129.9230769,6.836153846
1,2017/11/5 7:10,4.504,181.4,9.026
1,2017/11/5 7:20,4.148947368,100.4210526,8.720526316
1,2017/11/5 7:30,4.374,170.35,8.9415
1,2017/11/5 7:40,3.17,28.5,5.335
1,2017/11/5 7:50,4.439285714,48.21428571,4.823571429
1,2017/11/5 8:00,4.07,104.5,8.61
1,2017/11/5 8:10,4.50125,145.75,9.245625
1,2017/11/5 8:20,5.7505,350.45,10.2085
1,2017/11/5 8:30,5.676111111,304.3888889,9.837222222
1,2017/11/5 8:40,5.945,399.6666667,10.54222222
1,2017/11/5 8:50,5.835555556,376,10.39722222
1,2017/11/5 9:00,5.3635,283.5,9.716
1,2017/11/5 9:10,5.2695,273,9.63
1,2017/11/5 9:20,4.485789474,162.2105263,8.954210526
1,2017/11/5 9:30,5.1385,239.25,9.3835
1,2017/11/5 9:40,6.0775,471.55,10.902
1,2017/11/5 9:50,4.8965,209.9,9.1765
1,2017/11/5 10:00,4.8935,221.75,9.328
1,2017/11/5 10:10,5.851,401.75,10.4995
1,2017/11/5 10:20,4.602105263,176.5263158,8.990526316
1,2017/11/5 10:30,5.384210526,311.7894737,9.907368421
1,2017/11/5 10:40,6.064,426.95,10.706
1,2017/11/5 10:50,5.273,288.25,9.787
1,2017/11/5 12:50,4.57,97.90909091,6.613636364
1,2017/11/5 13:00,3.9175,75.125,7.599375
1,2017/11/5 13:10,5.007894737,101.6315789,7.166842105
1,2017/11/5 13:20,4.5485,138.6,8.872
1,2017/11/5 13:30,4.257,106.7,8.759
1,2017/11/5 13:40,4.041333333,126.7333333,6.806
1,2017/11/5 13:50,3.728333333,53,6.003333333
1,2017/11/5 14:20,3.686666667,46.91666667,5.100833333
1,2017/11/5 14:50,3.553333333,14.88888889,4.194444444
1,2017/11/6 0:30,4.175833333,48.75,5.410833333
1,2017/11/6 0:40,4.426875,115.1875,8.620625
1,2017/11/6 0:50,4.482631579,121.3684211,8.637368421
1,2017/11/6 1:00,4.765294118,139.7058824,8.676470588
1,2017/11/6 1:10,4.613157895,135.1052632,8.667368421
1,2017/11/6 1:20,4.436,106.7333333,8.604666667
1,2017/11/6 1:30,4.866111111,155.7222222,8.71
1,2017/11/6 1:40,4.6865,142.65,8.6825
1,2017/11/6 1:50,4.216315789,104.4736842,8.602105263
1,2017/11/6 2:00,3.320833333,17.91666667,4.453333333
1,2017/11/6 2:20,3.66375,8.75,5.31375
1,2017/11/6 2:30,3.53875,3,3.48625
1,2017/11/6 2:40,4.571176471,120.5294118,7.367058824
1,2017/11/6 2:50,4.081052632,133.8421053,8.665263158
1,2017/11/6 3:00,4.374210526,167.3684211,8.745789474
1,2017/11/6 3:10,4.322777778,171.5,8.772777778
1,2017/11/6 3:20,4.097894737,138.2105263,8.674736842
1,2017/11/6 3:30,3.630588235,87.70588235,8.568235294
1,2017/11/6 3:40,3.74,96.57894737,8.586315789
1,2017/11/6 3:50,3.3965,59.55,8.746
1,2017/11/6 4:00,4.168333333,134.8333333,8.682222222
1,2017/11/6 4:10,5.131052632,249.8421053,9.436842105
1,2017/11/6 4:20,5.4765,311.95,9.941
1,2017/11/6 4:30,4.4215,189.85,8.951
1,2017/11/6 4:40,4.289473684,146.8421053,8.694736842
1,2017/11/6 4:50,5.036315789,219.8947368,9.187368421
1,2017/11/6 5:00,5.09,273.35,9.6345
1,2017/11/6 5:10,4.601,204.9,9.024
1,2017/11/6 5:20,4.587,199.35,8.976
1,2017/11/6 5:30,4.407,181.6,8.848
